"";"GENOTYPE";"REPLICATE";"BLOCK";"SENESCENCE";"DATE";"ID"
"1956";"JAGUAR";1;6;60;17;123
"1957";"MIROIR";1;6;70;17;142
"1958";"ARTDECO";1;6;60;17;31
"1959";"PR22R58";1;6;60;17;167
"1960";"PRIMO";1;6;70;17;170
"1961";"QUALITY";1;6;90;17;171
"1962";"RIMBAUD";1;6;60;17;176
"1963";"ROYSSAC";1;5;80;17;180
"1964";"SIRTAKI";1;5;60;17;191
"1965";"SOBBEL";1;6;40;17;192
"1966";"SOLEDAD";1;6;60;17;196
"1967";"SOLLARIO";1;5;60;17;198
"1968";"BOKARO";1;6;70;17;50
"1969";"ESPERIA";1;6;80;17;79
"1970";"BASMATI";1;4;60;17;43
"1971";"NOGAL";1;6;80;17;146
"1972";"RECITAL";1;6;50;17;174
"1973";"FADELA";1;6;90;17;85
"1974";"ICARDA_1";1;6;80;17;110
"1975";"ICARDA_2";1;6;80;17;111
"1976";"ICARDA_3";1;6;70;17;112
"1977";"ICARDA_4";1;6;60;17;113
"1978";"ICARDA_5";1;6;80;17;114
"1979";"ICARDA_6";1;6;80;17;115
"1980";"AVENUE";1;6;60;17;38
"1981";"APACHE";1;1;80;19;24
"1982";"ALTIGO";1;1;80;19;16
"1983";"BERMUDE";1;1;80;19;46
"1984";"PREMIO";1;1;80;19;168
"1985";"EINSTEIN";1;2;70;19;75
"1986";"CENTENAIRE";1;1;70;19;61
"1987";"KWS_PODIUM";1;2;80;19;131
"1988";"AMBITION";1;1;60;19;20
"1989";"CORVUS";1;1;70;19;69
"1990";"HEREWARD";1;1;70;19;108
"1991";"LEAR";1;1;70;19;134
"1992";"OAKLEY";1;1;60;19;148
"1993";"ALCHEMY";1;1;50;19;9
"1994";"AMUNDSEN";1;1;50;19;21
"1995";"CLAIRE";1;1;70;19;66
"1996";"ESKET";1;1;70;19;78
"1997";"GALVANO";1;2;70;19;99
"1998";"GARANTUS";1;1;80;19;100
"1999";"HAUSSMANN";1;1;70;19;106
"2000";"ISTABRAQ";1;1;60;19;122
"2001";"JB_DIEGO";1;1;80;19;124
"2002";"LIMES";1;1;80;19;135
"2003";"MANAGER";1;1;70;19;137
"2004";"OXEBO";1;1;70;19;154
"2005";"PAJERO";1;2;80;19;155
"2006";"SY_TOLBIAC";1;2;70;19;209
"2007";"PIERROT";1;1;70;19;163
"2008";"PR22R20";1;1;70;19;166
"2009";"RAZZANO";1;1;60;19;173
"2010";"ROBIGUS";1;1;60;19;177
"2011";"ROSARIO";1;1;70;19;179
"2012";"SAMURAI";1;1;70;19;184
"2013";"FAIRPLAY";1;1;50;19;86
"2014";"SELEKT";1;1;60;19;189
"2015";"SEYRAC";1;1;80;19;190
"2016";"SOPHYTRA";1;1;80;19;200
"2017";"TIMING";1;1;70;19;211
"2018";"VISCOUNT";1;1;50;19;218
"2019";"WARRIOR";1;1;60;19;219
"2020";"XI19";1;1;70;19;220
"2021";"ALCAZAR";1;2;80;19;8
"2022";"ANTONIUS";1;2;90;19;23
"2023";"RONSARD";1;3;70;19;178
"2024";"EPHOROS";1;1;70;19;76
"2025";"EXPERT";1;2;70;19;84
"2026";"FLAUBERT";1;2;80;19;90
"2027";"GALLANT";1;3;80;19;96
"2028";"GLADIATOR";1;2;70;19;102
"2029";"GLASGOW";1;2;70;19;103
"2030";"IRIDIUM";1;3;80;19;120
"2031";"KALAHARI";1;2;70;19;125
"2032";"KALYSTAR";1;2;80;19;127
"2033";"KOMETUS";1;1;70;19;129
"2034";"KORELI";1;2;80;19;130
"2035";"MARKSMAN";1;2;80;19;139
"2036";"PARADOR";1;1;60;19;159
"2037";"PEPIDOR";1;2;80;19;160
"2038";"PERFECTOR";1;2;70;19;161
"2039";"PIRENEO";1;2;90;19;164
"2040";"BERGAMO";1;2;70;19;45
"2041";"RACINE";1;1;70;19;172
"2042";"SANKARA";1;3;70;19;185
"2043";"SCOR";1;2;80;19;187
"2044";"SOGOOD";1;2;70;19;193
"2045";"SPONSOR";1;2;80;19;202
"2046";"SY_EPSON";1;1;60;19;206
"2047";"TRAPEZ";1;2;70;19;213
"2048";"ALIZEO";1;2;70;19;13
"2049";"ALLEZ_Y";1;3;80;19;14
"2050";"ARISTOTE";1;3;80;19;28
"2051";"ATTITUDE";1;2;80;19;34
"2052";"ATTLASS";1;3;70;19;35
"2053";"AZZERTI";1;2;80;19;40
"2054";"BAROK";1;4;80;19;42
"2055";"BOISSEAU";1;3;70;19;49
"2056";"BOREGAR";1;3;70;19;52
"2057";"CAMP_REMY";1;2;80;19;54
"2058";"CH_NARA";1;3;90;19;63
"2059";"CHARGER";1;2;70;19;64
"2060";"CHEVALIER";1;2;70;19;65
"2061";"CORDIALE";1;3;80;19;68
"2062";"CROUSTY";1;3;80;19;72
"2063";"DIALOG";1;3;80;19;73
"2064";"DINOSOR";1;3;80;19;74
"2065";"FOLKLOR";1;3;80;19;92
"2066";"INSTINCT";1;4;80;19;118
"2067";"INTERET";1;2;70;19;119
"2068";"MARCELIN";1;3;80;19;138
"2069";"NIRVANA";1;3;80;19;145
"2070";"ORCAS";1;2;80;19;151
"2071";"PAPAGENO";1;2;80;19;158
"2072";"PHARE";1;2;80;19;162
"2073";"PLAYER";1;3;80;19;165
"2074";"RENAN";1;3;90;19;175
"2075";"SEBASTO";1;3;80;19;188
"2076";"SOLUTION";1;2;80;19;199
"2077";"TAPIDOR";1;3;70;19;210
"2078";"TOISONDOR";1;2;70;19;212
"2079";"ODYSSEE";1;3;80;19;149
"2080";"ALDRIC";1;4;80;19;10
"2081";"ALIXAN";1;5;80;19;12
"2082";"AMBELLO";1;4;80;19;19
"2083";"BAGOU";1;4;70;19;41
"2084";"BIANCOR";1;4;80;19;47
"2085";"CAMPERO";1;3;60;19;55
"2086";"CAPHORN";1;3;70;19;56
"2087";"CATALAN";1;5;80;19;57
"2088";"COMPIL";1;4;70;19;67
"2089";"FLUOR";1;3;80;19;91
"2090";"FORBLANC";1;4;70;19;93
"2091";"FRELON";1;3;80;19;94
"2092";"GALACTIC";1;4;80;19;95
"2093";"HEKTO";1;4;70;19;107
"2094";"KARILLON";1;2;70;19;128
"2095";"LORD";1;3;70;19;136
"2096";"LAURIER";1;3;60;19;133
"2097";"MERCATO";1;4;70;19;140
"2098";"NUCLEO";1;4;60;19;147
"2099";"ORATORIO";1;4;80;19;150
"2100";"ORVANTIS";1;3;70;19;153
"2101";"PAKITO";1;3;80;19;156
"2102";"PREVERT";1;3;70;19;169
"2103";"BLINI";1;4;90;19;48
"2104";"RUSTIC";1;4;80;19;182
"2105";"MOSKITO";1;4;80;19;143
"2106";"SOKAL";1;3;70;19;195
"2107";"SORRIAL";1;3;80;19;201
"2108";"SWEET";1;3;80;19;203
"2109";"SWINGGY";1;4;70;19;204
"2110";"SY_MATTIS";1;4;80;19;207
"2111";"FIGARO";1;3;80;19;88
"2112";"ACOUSTIC";1;5;80;19;4
"2113";"ADAGIO";1;5;80;19;5
"2114";"AEROBIC";1;5;70;19;7
"2115";"ALIGATOR";1;4;70;19;11
"2116";"ALTAMIRA";1;6;80;19;15
"2117";"AMADOR";1;4;70;19;18
"2118";"APRILIO";1;5;70;19;25
"2119";"ARAMIS";1;5;70;19;26
"2120";"AREZZO";1;5;70;19;27
"2121";"ARKEOS";1;4;80;19;29
"2122";"ARLEQUIN";1;4;80;19;30
"2123";"ATHLON";1;5;80;19;33
"2124";"AUBUSSON";1;5;80;19;36
"2125";"BASTIDE";1;4;70;19;44
"2126";"BUENNO";1;5;70;19;53
"2127";"SY_MOISSON";1;4;70;19;208
"2128";"CELESTIN";1;5;70;19;59
"2129";"CROISADE";1;5;80;19;71
"2130";"EPIDOC";1;5;80;19;77
"2131";"EUCLIDE";1;4;80;19;80
"2132";"EXELCIOR";1;5;70;19;82
"2133";"FARINELLI";1;5;80;19;87
"2134";"OREGRAIN";1;5;80;19;152
"2135";"CELLULE";1;4;60;19;60
"2136";"FLAMENKO";1;4;80;19;89
"2137";"GALPINO";1;4;70;19;98
"2138";"GONCOURT";1;5;80;19;104
"2139";"GRAINDOR";1;5;80;19;105
"2140";"HISSEO";1;5;70;19;109
"2141";"ILLICO";1;4;90;19;116
"2142";"INNOV";1;5;80;19;117
"2143";"ISENGRAIN";1;4;80;19;121
"2144";"KALANGO";1;6;80;19;126
"2145";"LASER";1;4;70;19;132
"2146";"MH_09.17";1;3;80;19;141
"2147";"MUSIK";1;4;80;19;144
"2148";"ASCOTT";1;4;70;19;32
"2149";"PALEDOR";1;4;80;19;157
"2150";"RUBISKO";1;4;80;19;181
"2151";"SAINT_EX";1;5;80;19;183
"2152";"SCENARIO";1;5;70;19;186
"2153";"SOISSONS";1;5;90;19;194
"2154";"SOLEHIO";1;6;90;19;197
"2155";"SY_ALTEO";1;5;90;19;205
"2156";"TREMIE";1;5;70;19;214
"2157";"TULIP";1;5;80;19;215
"2158";"USKI";1;5;80;19;216
"2159";"VALODOR";1;5;80;19;217
"2160";"ACCOR";1;6;90;19;1
"2161";"ACCROC";1;6;90;19;2
"2162";"ACIENDA";1;5;70;19;3
"2163";"ADHOC";1;6;70;19;6
"2164";"ALTRIA";1;6;80;19;17
"2165";"ANDALOU";1;6;70;19;22
"2166";"AUTAN";1;5;70;19;37
"2167";"AZIMUT";1;6;70;19;39
"2168";"BOLOGNA";1;6;90;19;51
"2169";"CCB_INGENIO";1;6;90;19;58
"2170";"CEZANNE";1;5;80;19;62
"2171";"COURTOT";1;5;90;19;70
"2172";"EUREKA";1;6;90;19;81
"2173";"EXOTIC";1;6;80;19;83
"2174";"GALOPAIN";1;6;80;19;97
"2175";"GARCIA";1;6;70;19;101
"2176";"JAGUAR";1;6;80;19;123
"2177";"MIROIR";1;6;80;19;142
"2178";"ARTDECO";1;6;80;19;31
"2179";"PR22R58";1;6;80;19;167
"2180";"PRIMO";1;6;80;19;170
"2181";"QUALITY";1;6;90;19;171
"2182";"RIMBAUD";1;6;70;19;176
"2183";"ROYSSAC";1;5;90;19;180
"2184";"SIRTAKI";1;5;80;19;191
"2185";"SOBBEL";1;6;70;19;192
"2186";"SOLEDAD";1;6;70;19;196
"2187";"SOLLARIO";1;5;70;19;198
"2188";"BOKARO";1;6;90;19;50
"2189";"ESPERIA";1;6;90;19;79
"2190";"BASMATI";1;4;80;19;43
"2191";"NOGAL";1;6;90;19;146
"2192";"RECITAL";1;6;70;19;174
"2193";"FADELA";1;6;90;19;85
"2194";"ICARDA_1";1;6;90;19;110
"2195";"ICARDA_2";1;6;90;19;111
"2196";"ICARDA_3";1;6;80;19;112
"2197";"ICARDA_4";1;6;80;19;113
"2198";"ICARDA_5";1;6;90;19;114
"2199";"ICARDA_6";1;6;80;19;115
"2200";"AVENUE";1;6;80;19;38
"2201";"APACHE";1;1;90;21;24
"2202";"ALTIGO";1;1;90;21;16
"2203";"BERMUDE";1;1;90;21;46
"2204";"PREMIO";1;1;90;21;168
"2205";"EINSTEIN";1;2;70;21;75
"2206";"CENTENAIRE";1;1;80;21;61
"2207";"KWS_PODIUM";1;2;90;21;131
"2208";"AMBITION";1;1;70;21;20
"2209";"CORVUS";1;1;80;21;69
"2210";"HEREWARD";1;1;80;21;108
"2211";"LEAR";1;1;80;21;134
"2212";"OAKLEY";1;1;70;21;148
"2213";"ALCHEMY";1;1;70;21;9
"2214";"AMUNDSEN";1;1;70;21;21
"2215";"CLAIRE";1;1;80;21;66
"2216";"ESKET";1;1;80;21;78
"2217";"GALVANO";1;2;80;21;99
"2218";"GARANTUS";1;1;80;21;100
"2219";"HAUSSMANN";1;1;80;21;106
"2220";"ISTABRAQ";1;1;70;21;122
"2221";"JB_DIEGO";1;1;80;21;124
"2222";"LIMES";1;1;80;21;135
"2223";"MANAGER";1;1;80;21;137
"2224";"OXEBO";1;1;80;21;154
"2225";"PAJERO";1;2;90;21;155
"2226";"SY_TOLBIAC";1;2;80;21;209
"2227";"PIERROT";1;1;80;21;163
"2228";"PR22R20";1;1;70;21;166
"2229";"RAZZANO";1;1;70;21;173
"2230";"ROBIGUS";1;1;70;21;177
"2231";"ROSARIO";1;1;80;21;179
"2232";"SAMURAI";1;1;80;21;184
"2233";"FAIRPLAY";1;1;70;21;86
"2234";"SELEKT";1;1;80;21;189
"2235";"SEYRAC";1;1;80;21;190
"2236";"SOPHYTRA";1;1;80;21;200
"2237";"TIMING";1;1;80;21;211
"2238";"VISCOUNT";1;1;70;21;218
"2239";"WARRIOR";1;1;70;21;219
"2240";"XI19";1;1;80;21;220
"2241";"ALCAZAR";1;2;80;21;8
"2242";"ANTONIUS";1;2;90;21;23
"2243";"RONSARD";1;3;80;21;178
"2244";"EPHOROS";1;1;80;21;76
"2245";"EXPERT";1;2;80;21;84
"2246";"FLAUBERT";1;2;80;21;90
"2247";"GALLANT";1;3;90;21;96
"2248";"GLADIATOR";1;2;80;21;102
"2249";"GLASGOW";1;2;80;21;103
"2250";"IRIDIUM";1;3;90;21;120
"2251";"KALAHARI";1;2;80;21;125
"2252";"KALYSTAR";1;2;90;21;127
"2253";"KOMETUS";1;1;80;21;129
"2254";"KORELI";1;2;80;21;130
"2255";"MARKSMAN";1;2;80;21;139
"2256";"PARADOR";1;1;80;21;159
"2257";"PEPIDOR";1;2;80;21;160
"2258";"PERFECTOR";1;2;80;21;161
"2259";"PIRENEO";1;2;90;21;164
"2260";"BERGAMO";1;2;80;21;45
"2261";"RACINE";1;1;80;21;172
"2262";"SANKARA";1;3;80;21;185
"2263";"SCOR";1;2;80;21;187
"2264";"SOGOOD";1;2;80;21;193
"2265";"SPONSOR";1;2;90;21;202
"2266";"SY_EPSON";1;1;70;21;206
"2267";"TRAPEZ";1;2;80;21;213
"2268";"ALIZEO";1;2;80;21;13
"2269";"ALLEZ_Y";1;3;90;21;14
"2270";"ARISTOTE";1;3;90;21;28
"2271";"ATTITUDE";1;2;90;21;34
"2272";"ATTLASS";1;3;80;21;35
"2273";"AZZERTI";1;2;90;21;40
"2274";"BAROK";1;4;90;21;42
"2275";"BOISSEAU";1;3;80;21;49
"2276";"BOREGAR";1;3;80;21;52
"2277";"CAMP_REMY";1;2;80;21;54
"2278";"CH_NARA";1;3;90;21;63
"2279";"CHARGER";1;2;80;21;64
"2280";"CHEVALIER";1;2;80;21;65
"2281";"CORDIALE";1;3;90;21;68
"2282";"CROUSTY";1;3;90;21;72
"2283";"DIALOG";1;3;90;21;73
"2284";"DINOSOR";1;3;90;21;74
"2285";"FOLKLOR";1;3;80;21;92
"2286";"INSTINCT";1;4;90;21;118
"2287";"INTERET";1;2;80;21;119
"2288";"MARCELIN";1;3;80;21;138
"2289";"NIRVANA";1;3;90;21;145
"2290";"ORCAS";1;2;80;21;151
"2291";"PAPAGENO";1;2;90;21;158
"2292";"PHARE";1;2;80;21;162
"2293";"PLAYER";1;3;80;21;165
"2294";"RENAN";1;3;90;21;175
"2295";"SEBASTO";1;3;90;21;188
"2296";"SOLUTION";1;2;80;21;199
"2297";"TAPIDOR";1;3;80;21;210
"2298";"TOISONDOR";1;2;80;21;212
"2299";"ODYSSEE";1;3;90;21;149
"2300";"ALDRIC";1;4;90;21;10
"2301";"ALIXAN";1;5;90;21;12
"2302";"AMBELLO";1;4;90;21;19
"2303";"BAGOU";1;4;80;21;41
"2304";"BIANCOR";1;4;90;21;47
"2305";"CAMPERO";1;3;80;21;55
"2306";"CAPHORN";1;3;80;21;56
"2307";"CATALAN";1;5;90;21;57
"2308";"COMPIL";1;4;80;21;67
"2309";"FLUOR";1;3;90;21;91
"2310";"FORBLANC";1;4;80;21;93
"2311";"FRELON";1;3;90;21;94
"2312";"GALACTIC";1;4;90;21;95
"2313";"HEKTO";1;4;80;21;107
"2314";"KARILLON";1;2;80;21;128
"2315";"LORD";1;3;80;21;136
"2316";"LAURIER";1;3;80;21;133
"2317";"MERCATO";1;4;90;21;140
"2318";"NUCLEO";1;4;70;21;147
"2319";"ORATORIO";1;4;90;21;150
"2320";"ORVANTIS";1;3;80;21;153
"2321";"PAKITO";1;3;90;21;156
"2322";"PREVERT";1;3;80;21;169
"2323";"BLINI";1;4;100;21;48
"2324";"RUSTIC";1;4;90;21;182
"2325";"MOSKITO";1;4;90;21;143
"2326";"SOKAL";1;3;80;21;195
"2327";"SORRIAL";1;3;80;21;201
"2328";"SWEET";1;3;90;21;203
"2329";"SWINGGY";1;4;80;21;204
"2330";"SY_MATTIS";1;4;90;21;207
"2331";"FIGARO";1;3;90;21;88
"2332";"ACOUSTIC";1;5;90;21;4
"2333";"ADAGIO";1;5;90;21;5
"2334";"AEROBIC";1;5;80;21;7
"2335";"ALIGATOR";1;4;80;21;11
"2336";"ALTAMIRA";1;6;90;21;15
"2337";"AMADOR";1;4;80;21;18
"2338";"APRILIO";1;5;80;21;25
"2339";"ARAMIS";1;5;80;21;26
"2340";"AREZZO";1;5;80;21;27
"2341";"ARKEOS";1;4;90;21;29
"2342";"ARLEQUIN";1;4;90;21;30
"2343";"ATHLON";1;5;90;21;33
"2344";"AUBUSSON";1;5;90;21;36
"2345";"BASTIDE";1;4;80;21;44
"2346";"BUENNO";1;5;80;21;53
"2347";"SY_MOISSON";1;4;80;21;208
"2348";"CELESTIN";1;5;80;21;59
"2349";"CROISADE";1;5;90;21;71
"2350";"EPIDOC";1;5;90;21;77
"2351";"EUCLIDE";1;4;90;21;80
"2352";"EXELCIOR";1;5;80;21;82
"2353";"FARINELLI";1;5;90;21;87
"2354";"OREGRAIN";1;5;90;21;152
"2355";"CELLULE";1;4;80;21;60
"2356";"FLAMENKO";1;4;90;21;89
"2357";"GALPINO";1;4;80;21;98
"2358";"GONCOURT";1;5;80;21;104
"2359";"GRAINDOR";1;5;90;21;105
"2360";"HISSEO";1;5;90;21;109
"2361";"ILLICO";1;4;90;21;116
"2362";"INNOV";1;5;90;21;117
"2363";"ISENGRAIN";1;4;90;21;121
"2364";"KALANGO";1;6;90;21;126
"2365";"LASER";1;4;90;21;132
"2366";"MH_09.17";1;3;90;21;141
"2367";"MUSIK";1;4;90;21;144
"2368";"ASCOTT";1;4;80;21;32
"2369";"PALEDOR";1;4;90;21;157
"2370";"RUBISKO";1;4;80;21;181
"2371";"SAINT_EX";1;5;90;21;183
"2372";"SCENARIO";1;5;80;21;186
"2373";"SOISSONS";1;5;90;21;194
"2374";"SOLEHIO";1;6;90;21;197
"2375";"SY_ALTEO";1;5;90;21;205
"2376";"TREMIE";1;5;80;21;214
"2377";"TULIP";1;5;90;21;215
"2378";"USKI";1;5;90;21;216
"2379";"VALODOR";1;5;90;21;217
"2380";"ACCOR";1;6;90;21;1
"2381";"ACCROC";1;6;90;21;2
"2382";"ACIENDA";1;5;90;21;3
"2383";"ADHOC";1;6;80;21;6
"2384";"ALTRIA";1;6;90;21;17
"2385";"ANDALOU";1;6;80;21;22
"2386";"AUTAN";1;5;80;21;37
"2387";"AZIMUT";1;6;80;21;39
"2388";"BOLOGNA";1;6;90;21;51
"2389";"CCB_INGENIO";1;6;90;21;58
"2390";"CEZANNE";1;5;90;21;62
"2391";"COURTOT";1;5;100;21;70
"2392";"EUREKA";1;6;90;21;81
"2393";"EXOTIC";1;6;90;21;83
"2394";"GALOPAIN";1;6;90;21;97
"2395";"GARCIA";1;6;80;21;101
"2396";"JAGUAR";1;6;90;21;123
"2397";"MIROIR";1;6;90;21;142
"2398";"ARTDECO";1;6;90;21;31
"2399";"PR22R58";1;6;90;21;167
"2400";"PRIMO";1;6;90;21;170
"2401";"QUALITY";1;6;100;21;171
"2402";"RIMBAUD";1;6;90;21;176
"2403";"ROYSSAC";1;5;90;21;180
"2404";"SIRTAKI";1;5;90;21;191
"2405";"SOBBEL";1;6;80;21;192
"2406";"SOLEDAD";1;6;80;21;196
"2407";"SOLLARIO";1;5;90;21;198
"2408";"BOKARO";1;6;90;21;50
"2409";"ESPERIA";1;6;90;21;79
"2410";"BASMATI";1;4;90;21;43
"2411";"NOGAL";1;6;90;21;146
"2412";"RECITAL";1;6;80;21;174
"2413";"FADELA";1;6;90;21;85
"2414";"ICARDA_1";1;6;90;21;110
"2415";"ICARDA_2";1;6;90;21;111
"2416";"ICARDA_3";1;6;90;21;112
"2417";"ICARDA_4";1;6;90;21;113
"2418";"ICARDA_5";1;6;90;21;114
"2419";"ICARDA_6";1;6;90;21;115
"2420";"AVENUE";1;6;90;21;38
"2421";"APACHE";1;1;90;23;24
"2422";"ALTIGO";1;1;90;23;16
"2423";"BERMUDE";1;1;90;23;46
"2424";"PREMIO";1;1;90;23;168
"2425";"EINSTEIN";1;2;80;23;75
"2426";"CENTENAIRE";1;1;90;23;61
"2427";"KWS_PODIUM";1;2;90;23;131
"2428";"AMBITION";1;1;90;23;20
"2429";"CORVUS";1;1;90;23;69
"2430";"HEREWARD";1;1;80;23;108
"2431";"LEAR";1;1;90;23;134
"2432";"OAKLEY";1;1;80;23;148
"2433";"ALCHEMY";1;1;80;23;9
"2434";"AMUNDSEN";1;1;80;23;21
"2435";"CLAIRE";1;1;90;23;66
"2436";"ESKET";1;1;90;23;78
"2437";"GALVANO";1;2;90;23;99
"2438";"GARANTUS";1;1;90;23;100
"2439";"HAUSSMANN";1;1;90;23;106
"2440";"ISTABRAQ";1;1;80;23;122
"2441";"JB_DIEGO";1;1;90;23;124
"2442";"LIMES";1;1;90;23;135
"2443";"MANAGER";1;1;90;23;137
"2444";"OXEBO";1;1;90;23;154
"2445";"PAJERO";1;2;90;23;155
"2446";"SY_TOLBIAC";1;2;90;23;209
"2447";"PIERROT";1;1;90;23;163
"2448";"PR22R20";1;1;90;23;166
"2449";"RAZZANO";1;1;80;23;173
"2450";"ROBIGUS";1;1;80;23;177
"2451";"ROSARIO";1;1;80;23;179
"2452";"SAMURAI";1;1;90;23;184
"2453";"FAIRPLAY";1;1;80;23;86
"2454";"SELEKT";1;1;80;23;189
"2455";"SEYRAC";1;1;90;23;190
"2456";"SOPHYTRA";1;1;90;23;200
"2457";"TIMING";1;1;90;23;211
"2458";"VISCOUNT";1;1;80;23;218
"2459";"WARRIOR";1;1;80;23;219
"2460";"XI19";1;1;90;23;220
"2461";"ALCAZAR";1;2;90;23;8
"2462";"ANTONIUS";1;2;100;23;23
"2463";"RONSARD";1;3;80;23;178
"2464";"EPHOROS";1;1;90;23;76
"2465";"EXPERT";1;2;90;23;84
"2466";"FLAUBERT";1;2;90;23;90
"2467";"GALLANT";1;3;90;23;96
"2468";"GLADIATOR";1;2;90;23;102
"2469";"GLASGOW";1;2;90;23;103
"2470";"IRIDIUM";1;3;90;23;120
"2471";"KALAHARI";1;2;90;23;125
"2472";"KALYSTAR";1;2;90;23;127
"2473";"KOMETUS";1;1;90;23;129
"2474";"KORELI";1;2;90;23;130
"2475";"MARKSMAN";1;2;90;23;139
"2476";"PARADOR";1;1;80;23;159
"2477";"PEPIDOR";1;2;90;23;160
"2478";"PERFECTOR";1;2;90;23;161
"2479";"PIRENEO";1;2;100;23;164
"2480";"BERGAMO";1;2;90;23;45
"2481";"RACINE";1;1;90;23;172
"2482";"SANKARA";1;3;80;23;185
"2483";"SCOR";1;2;90;23;187
"2484";"SOGOOD";1;2;90;23;193
"2485";"SPONSOR";1;2;90;23;202
"2486";"SY_EPSON";1;1;90;23;206
"2487";"TRAPEZ";1;2;90;23;213
"2488";"ALIZEO";1;2;80;23;13
"2489";"ALLEZ_Y";1;3;90;23;14
"2490";"ARISTOTE";1;3;90;23;28
"2491";"ATTITUDE";1;2;90;23;34
"2492";"ATTLASS";1;3;90;23;35
"2493";"AZZERTI";1;2;90;23;40
"2494";"BAROK";1;4;90;23;42
"2495";"BOISSEAU";1;3;90;23;49
"2496";"BOREGAR";1;3;90;23;52
"2497";"CAMP_REMY";1;2;90;23;54
"2498";"CH_NARA";1;3;90;23;63
"2499";"CHARGER";1;2;90;23;64
"2500";"CHEVALIER";1;2;90;23;65
"2501";"CORDIALE";1;3;90;23;68
"2502";"CROUSTY";1;3;90;23;72
"2503";"DIALOG";1;3;90;23;73
"2504";"DINOSOR";1;3;90;23;74
"2505";"FOLKLOR";1;3;90;23;92
"2506";"INSTINCT";1;4;90;23;118
"2507";"INTERET";1;2;90;23;119
"2508";"MARCELIN";1;3;90;23;138
"2509";"NIRVANA";1;3;90;23;145
"2510";"ORCAS";1;2;90;23;151
"2511";"PAPAGENO";1;2;90;23;158
"2512";"PHARE";1;2;90;23;162
"2513";"PLAYER";1;3;90;23;165
"2514";"RENAN";1;3;90;23;175
"2515";"SEBASTO";1;3;90;23;188
"2516";"SOLUTION";1;2;90;23;199
"2517";"TAPIDOR";1;3;90;23;210
"2518";"TOISONDOR";1;2;90;23;212
"2519";"ODYSSEE";1;3;90;23;149
"2520";"ALDRIC";1;4;90;23;10
"2521";"ALIXAN";1;5;90;23;12
"2522";"AMBELLO";1;4;90;23;19
"2523";"BAGOU";1;4;90;23;41
"2524";"BIANCOR";1;4;100;23;47
"2525";"CAMPERO";1;3;80;23;55
"2526";"CAPHORN";1;3;90;23;56
"2527";"CATALAN";1;5;90;23;57
"2528";"COMPIL";1;4;90;23;67
"2529";"FLUOR";1;3;90;23;91
"2530";"FORBLANC";1;4;90;23;93
"2531";"FRELON";1;3;90;23;94
"2532";"GALACTIC";1;4;90;23;95
"2533";"HEKTO";1;4;90;23;107
"2534";"KARILLON";1;2;80;23;128
"2535";"LORD";1;3;80;23;136
"2536";"LAURIER";1;3;80;23;133
"2537";"MERCATO";1;4;90;23;140
"2538";"NUCLEO";1;4;80;23;147
"2539";"ORATORIO";1;4;90;23;150
"2540";"ORVANTIS";1;3;90;23;153
"2541";"PAKITO";1;3;100;23;156
"2542";"PREVERT";1;3;90;23;169
"2543";"BLINI";1;4;100;23;48
"2544";"RUSTIC";1;4;90;23;182
"2545";"MOSKITO";1;4;90;23;143
"2546";"SOKAL";1;3;90;23;195
"2547";"SORRIAL";1;3;90;23;201
"2548";"SWEET";1;3;90;23;203
"2549";"SWINGGY";1;4;80;23;204
"2550";"SY_MATTIS";1;4;90;23;207
"2551";"FIGARO";1;3;90;23;88
"2552";"ACOUSTIC";1;5;90;23;4
"2553";"ADAGIO";1;5;90;23;5
"2554";"AEROBIC";1;5;80;23;7
"2555";"ALIGATOR";1;4;90;23;11
"2556";"ALTAMIRA";1;6;90;23;15
"2557";"AMADOR";1;4;90;23;18
"2558";"APRILIO";1;5;90;23;25
"2559";"ARAMIS";1;5;90;23;26
"2560";"AREZZO";1;5;90;23;27
"2561";"ARKEOS";1;4;90;23;29
"2562";"ARLEQUIN";1;4;90;23;30
"2563";"ATHLON";1;5;90;23;33
"2564";"AUBUSSON";1;5;90;23;36
"2565";"BASTIDE";1;4;90;23;44
"2566";"BUENNO";1;5;90;23;53
"2567";"SY_MOISSON";1;4;80;23;208
"2568";"CELESTIN";1;5;90;23;59
"2569";"CROISADE";1;5;90;23;71
"2570";"EPIDOC";1;5;90;23;77
"2571";"EUCLIDE";1;4;90;23;80
"2572";"EXELCIOR";1;5;90;23;82
"2573";"FARINELLI";1;5;90;23;87
"2574";"OREGRAIN";1;5;90;23;152
"2575";"CELLULE";1;4;80;23;60
"2576";"FLAMENKO";1;4;90;23;89
"2577";"GALPINO";1;4;90;23;98
"2578";"GONCOURT";1;5;90;23;104
"2579";"GRAINDOR";1;5;90;23;105
"2580";"HISSEO";1;5;90;23;109
"2581";"ILLICO";1;4;90;23;116
"2582";"INNOV";1;5;90;23;117
"2583";"ISENGRAIN";1;4;90;23;121
"2584";"KALANGO";1;6;90;23;126
"2585";"LASER";1;4;90;23;132
"2586";"MH_09.17";1;3;90;23;141
"2587";"MUSIK";1;4;90;23;144
"2588";"ASCOTT";1;4;90;23;32
"2589";"PALEDOR";1;4;90;23;157
"2590";"RUBISKO";1;4;90;23;181
"2591";"SAINT_EX";1;5;90;23;183
